base	derivative	probability	sublexicon	[+front]	[+front,+rounded]	[+front,-rounded]	[+front,+high]	[+front,-high]	[+front,+low]	[+front,-low]	[-front]	[-front,+rounded]	[-front,-rounded]	[-front,+high]	[-front,-high]	[+rounded]	[+rounded,+high]	[+rounded,-high]	[-rounded]	[-rounded,+high]	[-rounded,-high]	[-rounded,+low]	[-rounded,-low]	[+high]	[-high]	[-high,-low]	[-low]	[+front]	[+front,+rounded]	[+front,-rounded]	[+front,+high]	[+front,-high]	[+front,+low]	[+front,-low]	[-front]	[-front,+rounded]	[-front,-rounded]	[-front,+high]	[-front,-high]	[+rounded]	[+rounded,+high]	[+rounded,-high]	[-rounded]	[-rounded,+high]	[-rounded,-high]	[-rounded,+low]	[-rounded,-low]	[+high]	[-high]	[-high,-low]	[-low]	F: Ident [front]	F: Ident [rounded]	F: Ident [low]	F: Ident [high]
n ä l k ä	n ä l k ä F	1	Insert [F] at -1	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	3	0	2	0	3	3	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	3	0	0	0	0	0	0
v i h r ey s	v i h r ey s F	1	Insert [F] at -1	3	1	2	2	1	0	3	0	0	0	0	0	1	1	0	2	1	1	0	2	2	1	1	3	4	1	2	2	2	1	3	0	0	0	0	0	1	1	0	2	1	1	0	2	2	2	1	3	0	0	0	0
p ii l i	p ii l i F	1	Insert [F] at -1	3	0	3	3	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	0	0	3	4	0	3	3	1	1	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	1	0	3	0	0	0	0
k y l k i	k y l k i F	1	Insert [F] at -1	2	1	1	2	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	1	2	0	0	2	3	1	1	2	1	1	2	0	0	0	0	0	1	1	0	1	1	0	0	1	2	1	0	2	0	0	0	0
k i pp i	k i pp i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
m ei l i	m ei l i F	1	Insert [F] at -1	3	0	3	2	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	1	1	3	4	0	3	2	2	1	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	2	1	3	0	0	0	0
n i s ä	n i s ä F	1	Insert [F] at -1	2	0	2	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	3	0	2	1	2	2	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	2	0	1	0	0	0	0
g r ei pp i	g r ei pp i F	1	Insert [F] at -1	3	0	3	2	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	1	1	3	4	0	3	2	2	1	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	2	1	3	0	0	0	0
v ii v e	v ii v e F	1	Insert [F] at -1	3	0	3	2	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	1	1	3	4	0	3	2	2	1	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	2	1	3	0	0	0	0
l ie v e	l ie v e F	1	Insert [F] at -1	3	0	3	1	2	0	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	2	2	3	4	0	3	1	3	1	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	3	2	3	0	0	0	0
t y pp i	t y pp i F	1	Insert [F] at -1	2	1	1	2	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	1	2	0	0	2	3	1	1	2	1	1	2	0	0	0	0	0	1	1	0	1	1	0	0	1	2	1	0	2	0	0	0	0
m yy tt i	m yy tt i F	1	Insert [F] at -1	3	2	1	3	0	0	3	0	0	0	0	0	2	2	0	1	1	0	0	1	3	0	0	3	4	2	1	3	1	1	3	0	0	0	0	0	2	2	0	1	1	0	0	1	3	1	0	3	0	0	0	0
v i r e	v i r e F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
m i n kk i	m i n kk i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
s y k äy s	s y k äy s F	1	Insert [F] at -1	3	2	1	2	1	1	2	0	0	0	0	0	2	2	0	1	0	1	1	0	2	1	0	2	4	2	1	2	2	2	2	0	0	0	0	0	2	2	0	1	0	1	1	0	2	2	0	2	0	0	0	0
p i r ss i	p i r ss i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
v ii l i	v ii l i F	1	Insert [F] at -1	3	0	3	3	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	0	0	3	4	0	3	3	1	1	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	1	0	3	0	0	0	0
s ä n k y	s ä n k y F	1	Insert [F] at -1	2	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	3	1	1	1	2	2	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	1	0	0	0	0
t yö s t ö	t yö s t ö F	1	Insert [F] at -1	3	3	0	1	2	0	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	2	2	3	4	3	0	1	3	1	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	3	2	3	0	0	0	0
v e mm e l	v e mm e l F	1	Insert [F] at -1	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	2	2	3	0	2	0	3	1	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	3	2	2	0	0	0	0
s ää k s i	s ää k s i F	1	Insert [F] at -1	3	0	3	1	2	2	1	0	0	0	0	0	0	0	0	3	1	2	2	1	1	2	0	1	4	0	3	1	3	3	1	0	0	0	0	0	0	0	0	3	1	2	2	1	1	3	0	1	0	0	0	0
j ä t k ä	j ä t k ä F	1	Insert [F] at -1	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	3	0	2	0	3	3	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	3	0	0	0	0	0	0
i l v e	i l v e F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
p ö r ss i	p ö r ss i F	1	Insert [F] at -1	2	1	1	1	1	0	2	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	2	3	1	1	1	2	1	2	0	0	0	0	0	1	0	1	1	1	0	0	1	1	2	1	2	0	0	0	0
t äy t ey s	t äy t ey s F	1	Insert [F] at -1	4	2	2	2	2	1	3	0	0	0	0	0	2	2	0	2	0	2	1	1	2	2	1	3	5	2	2	2	3	2	3	0	0	0	0	0	2	2	0	2	0	2	1	1	2	3	1	3	0	0	0	0
r i s t ey s	r i s t ey s F	1	Insert [F] at -1	3	1	2	2	1	0	3	0	0	0	0	0	1	1	0	2	1	1	0	2	2	1	1	3	4	1	2	2	2	1	3	0	0	0	0	0	1	1	0	2	1	1	0	2	2	2	1	3	0	0	0	0
l yö j ä	l yö j ä F	1	Insert [F] at -1	3	2	1	1	2	1	2	0	0	0	0	0	2	1	1	1	0	1	1	0	1	2	1	2	4	2	1	1	3	2	2	0	0	0	0	0	2	1	1	1	0	1	1	0	1	3	1	2	0	0	0	0
k e n tt ä	k e n tt ä F	1	Insert [F] at -1	2	0	2	0	2	1	1	0	0	0	0	0	0	0	0	2	0	2	1	1	0	2	1	1	3	0	2	0	3	2	1	0	0	0	0	0	0	0	0	2	0	2	1	1	0	3	1	1	0	0	0	0
t ee s i	t ee s i F	1	Insert [F] at -1	3	0	3	1	2	0	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	2	2	3	4	0	3	1	3	1	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	3	2	3	0	0	0	0
h e v i	h e v i F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
k ää nn ö s	k ää nn ö s F	1	Insert [F] at -1	3	1	2	0	3	2	1	0	0	0	0	0	1	0	1	2	0	2	2	0	0	3	1	1	4	1	2	0	4	3	1	0	0	0	0	0	1	0	1	2	0	2	2	0	0	4	1	1	0	0	0	0
e h ey s	e h ey s F	1	Insert [F] at -1	3	1	2	1	2	0	3	0	0	0	0	0	1	1	0	2	0	2	0	2	1	2	2	3	4	1	2	1	3	1	3	0	0	0	0	0	1	1	0	2	0	2	0	2	1	3	2	3	0	0	0	0
f r i s b ee	f r i s b ee F	1	Insert [F] at -1	3	0	3	1	2	0	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	2	2	3	4	0	3	1	3	1	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	3	2	3	0	0	0	0
f r e tt i	f r e tt i F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
h ö r h ö	h ö r h ö F	1	Insert [F] at -1	2	2	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	2	3	2	0	0	3	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	2	2	0	0	0	0
h ä k ä	h ä k ä F	1	Insert [F] at -1	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	3	0	2	0	3	3	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	3	0	0	0	0	0	0
k l i kk i	k l i kk i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
l y h t y	l y h t y F	1	Insert [F] at -1	2	2	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	3	2	0	2	1	1	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0
k ä nn i	k ä nn i F	1	Insert [F] at -1	2	0	2	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	3	0	2	1	2	2	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	2	0	1	0	0	0	0
t yö n t ö	t yö n t ö F	1	Insert [F] at -1	3	3	0	1	2	0	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	2	2	3	4	3	0	1	3	1	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	3	2	3	0	0	0	0
k i l k e	k i l k e F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
n i k s i	n i k s i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
r yy n i	r yy n i F	1	Insert [F] at -1	3	2	1	3	0	0	3	0	0	0	0	0	2	2	0	1	1	0	0	1	3	0	0	3	4	2	1	3	1	1	3	0	0	0	0	0	2	2	0	1	1	0	0	1	3	1	0	3	0	0	0	0
h e d e	h e d e F	1	Insert [F] at -1	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	2	2	3	0	2	0	3	1	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	3	2	2	0	0	0	0
p y l s y	p y l s y F	1	Insert [F] at -1	2	2	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	3	2	0	2	1	1	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0
m ö k ä	m ö k ä F	1	Insert [F] at -1	2	1	1	0	2	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	2	1	1	3	1	1	0	3	2	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	3	1	1	0	0	0	0
t ä h t i	t ä h t i F	1	Insert [F] at -1	2	0	2	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	3	0	2	1	2	2	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	2	0	1	0	0	0	0
t ei s m i	t ei s m i F	1	Insert [F] at -1	3	0	3	2	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	1	1	3	4	0	3	2	2	1	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	2	1	3	0	0	0	0
b l i n i	b l i n i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
t y r s k y	t y r s k y F	1	Insert [F] at -1	2	2	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	3	2	0	2	1	1	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0
v ä r v äy s	v ä r v äy s F	1	Insert [F] at -1	3	1	2	1	2	2	1	0	0	0	0	0	1	1	0	2	0	2	2	0	1	2	0	1	4	1	2	1	3	3	1	0	0	0	0	0	1	1	0	2	0	2	2	0	1	3	0	1	0	0	0	0
r e l e	r e l e F	1	Insert [F] at -1	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	2	2	3	0	2	0	3	1	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	3	2	2	0	0	0	0
m y kk ä	m y kk ä F	1	Insert [F] at -1	2	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	3	1	1	1	2	2	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	1	0	0	0	0
v i r k e	v i r k e F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
r y h t i	r y h t i F	1	Insert [F] at -1	2	1	1	2	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	1	2	0	0	2	3	1	1	2	1	1	2	0	0	0	0	0	1	1	0	1	1	0	0	1	2	1	0	2	0	0	0	0
k ii n t ey s	k ii n t ey s F	1	Insert [F] at -1	4	1	3	3	1	0	4	0	0	0	0	0	1	1	0	3	2	1	0	3	3	1	1	4	5	1	3	3	2	1	4	0	0	0	0	0	1	1	0	3	2	1	0	3	3	2	1	4	0	0	0	0
k ä r y	k ä r y F	1	Insert [F] at -1	2	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	3	1	1	1	2	2	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	1	0	0	0	0
s ää t ö	s ää t ö F	1	Insert [F] at -1	3	1	2	0	3	2	1	0	0	0	0	0	1	0	1	2	0	2	2	0	0	3	1	1	4	1	2	0	4	3	1	0	0	0	0	0	1	0	1	2	0	2	2	0	0	4	1	1	0	0	0	0
l e d i	l e d i F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
t öy h t ö	t öy h t ö F	1	Insert [F] at -1	3	3	0	1	2	0	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	2	2	3	4	3	0	1	3	1	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	3	2	3	0	0	0	0
r y n kk y	r y n kk y F	1	Insert [F] at -1	2	2	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	3	2	0	2	1	1	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0
p ei t i n	p ei t i n F	1	Insert [F] at -1	3	0	3	2	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	1	1	3	4	0	3	2	2	1	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	2	1	3	0	0	0	0
s t r e ss i	s t r e ss i F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
k ii s k i	k ii s k i F	1	Insert [F] at -1	3	0	3	3	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	0	0	3	4	0	3	3	1	1	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	1	0	3	0	0	0	0
n e l i	n e l i F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
m i d i	m i d i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
k ie rr e	k ie rr e F	1	Insert [F] at -1	3	0	3	1	2	0	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	2	2	3	4	0	3	1	3	1	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	3	2	3	0	0	0	0
l ei p ä	l ei p ä F	1	Insert [F] at -1	3	0	3	1	2	1	2	0	0	0	0	0	0	0	0	3	1	2	1	2	1	2	1	2	4	0	3	1	3	2	2	0	0	0	0	0	0	0	0	3	1	2	1	2	1	3	1	2	0	0	0	0
k y tt ä	k y tt ä F	1	Insert [F] at -1	2	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	3	1	1	1	2	2	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	1	0	0	0	0
k y p ä	k y p ä F	1	Insert [F] at -1	2	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	3	1	1	1	2	2	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	2	0	1	0	0	0	0
n yö r i	n yö r i F	1	Insert [F] at -1	3	2	1	2	1	0	3	0	0	0	0	0	2	1	1	1	1	0	0	1	2	1	1	3	4	2	1	2	2	1	3	0	0	0	0	0	2	1	1	1	1	0	0	1	2	2	1	3	0	0	0	0
b e l g i	b e l g i F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
p ö rr ö	p ö rr ö F	1	Insert [F] at -1	2	2	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	2	3	2	0	0	3	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	2	2	0	0	0	0
k ää r m e	k ää r m e F	1	Insert [F] at -1	3	0	3	0	3	2	1	0	0	0	0	0	0	0	0	3	0	3	2	1	0	3	1	1	4	0	3	0	4	3	1	0	0	0	0	0	0	0	0	3	0	3	2	1	0	4	1	1	0	0	0	0
k ii h k ey s	k ii h k ey s F	1	Insert [F] at -1	4	1	3	3	1	0	4	0	0	0	0	0	1	1	0	3	2	1	0	3	3	1	1	4	5	1	3	3	2	1	4	0	0	0	0	0	1	1	0	3	2	1	0	3	3	2	1	4	0	0	0	0
t yö m ie s	t yö m ie s F	1	Insert [F] at -1	4	2	2	2	2	0	4	0	0	0	0	0	2	1	1	2	1	1	0	2	2	2	2	4	5	2	2	2	3	1	4	0	0	0	0	0	2	1	1	2	1	1	0	2	2	3	2	4	0	0	0	0
p y r s t ö	p y r s t ö F	1	Insert [F] at -1	2	2	0	1	1	0	2	0	0	0	0	0	2	1	1	0	0	0	0	0	1	1	1	2	3	2	0	1	2	1	2	0	0	0	0	0	2	1	1	0	0	0	0	0	1	2	1	2	0	0	0	0
m i n i	m i n i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
t ä r pp i	t ä r pp i F	1	Insert [F] at -1	2	0	2	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	3	0	2	1	2	2	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	2	0	1	0	0	0	0
y t y	y t y F	1	Insert [F] at -1	2	2	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	3	2	0	2	1	1	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0
r ö t ö s	r ö t ö s F	1	Insert [F] at -1	2	2	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	2	3	2	0	0	3	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	2	2	0	0	0	0
ei n e	ei n e F	1	Insert [F] at -1	3	0	3	1	2	0	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	2	2	3	4	0	3	1	3	1	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	3	2	3	0	0	0	0
s ä d e	s ä d e F	1	Insert [F] at -1	2	0	2	0	2	1	1	0	0	0	0	0	0	0	0	2	0	2	1	1	0	2	1	1	3	0	2	0	3	2	1	0	0	0	0	0	0	0	0	2	0	2	1	1	0	3	1	1	0	0	0	0
p yö r ey s	p yö r ey s F	1	Insert [F] at -1	4	3	1	2	2	0	4	0	0	0	0	0	3	2	1	1	0	1	0	1	2	2	2	4	5	3	1	2	3	1	4	0	0	0	0	0	3	2	1	1	0	1	0	1	2	3	2	4	0	0	0	0
v e l j ey s	v e l j ey s F	1	Insert [F] at -1	3	1	2	1	2	0	3	0	0	0	0	0	1	1	0	2	0	2	0	2	1	2	2	3	4	1	2	1	3	1	3	0	0	0	0	0	1	1	0	2	0	2	0	2	1	3	2	3	0	0	0	0
ää n e s	ää n e s F	1	Insert [F] at -1	3	0	3	0	3	2	1	0	0	0	0	0	0	0	0	3	0	3	2	1	0	3	1	1	4	0	3	0	4	3	1	0	0	0	0	0	0	0	0	3	0	3	2	1	0	4	1	1	0	0	0	0
v ie rr e	v ie rr e F	1	Insert [F] at -1	3	0	3	1	2	0	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	2	2	3	4	0	3	1	3	1	3	0	0	0	0	0	0	0	0	3	1	2	0	3	1	3	2	3	0	0	0	0
s ii m e s	s ii m e s F	1	Insert [F] at -1	3	0	3	2	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	1	1	3	4	0	3	2	2	1	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	2	1	3	0	0	0	0
k i r i	k i r i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
h e l p i	h e l p i F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
i l v e	i l v e F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
r ii m i	r ii m i F	1	Insert [F] at -1	3	0	3	3	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	0	0	3	4	0	3	3	1	1	3	0	0	0	0	0	0	0	0	3	3	0	0	3	3	1	0	3	0	0	0	0
r i nn e	r i nn e F	1	Insert [F] at -1	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	2	3	0	2	1	2	1	2	0	0	0	0	0	0	0	0	2	1	1	0	2	1	2	1	2	0	0	0	0
k ää p ä	k ää p ä F	1	Insert [F] at -1	3	0	3	0	3	3	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	3	0	0	4	0	3	0	4	4	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	4	0	0	0	0	0	0
h y ll y	h y ll y F	1	Insert [F] at -1	2	2	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	3	2	0	2	1	1	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0
p ö h ö	p ö h ö F	1	Insert [F] at -1	2	2	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	2	3	2	0	0	3	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	3	2	2	0	0	0	0
äy r ä s	äy r ä s F	1	Insert [F] at -1	3	1	2	1	2	2	1	0	0	0	0	0	1	1	0	2	0	2	2	0	1	2	0	1	4	1	2	1	3	3	1	0	0	0	0	0	1	1	0	2	0	2	2	0	1	3	0	1	0	0	0	0
s ää t y	s ää t y F	1	Insert [F] at -1	3	1	2	1	2	2	1	0	0	0	0	0	1	1	0	2	0	2	2	0	1	2	0	1	4	1	2	1	3	3	1	0	0	0	0	0	1	1	0	2	0	2	2	0	1	3	0	1	0	0	0	0
s ei l i	s ei l i F	1	Insert [F] at -1	3	0	3	2	1	0	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	1	1	3	4	0	3	2	2	1	3	0	0	0	0	0	0	0	0	3	2	1	0	3	2	2	1	3	0	0	0	0
l öy t ö	l öy t ö F	1	Insert [F] at -1	3	3	0	1	2	0	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	2	2	3	4	3	0	1	3	1	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	3	2	3	0	0	0	0
v i n ss i	v i n ss i F	1	Insert [F] at -1	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	3	0	2	2	1	1	2	0	0	0	0	0	0	0	0	2	2	0	0	2	2	1	0	2	0	0	0	0
r yö s t ö	r yö s t ö F	1	Insert [F] at -1	3	3	0	1	2	0	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	2	2	3	4	3	0	1	3	1	3	0	0	0	0	0	3	1	2	0	0	0	0	0	1	3	2	3	0	0	0	0
j ää nn e	j ää nn e F	1	Insert [F] at -1	3	0	3	0	3	2	1	0	0	0	0	0	0	0	0	3	0	3	2	1	0	3	1	1	4	0	3	0	4	3	1	0	0	0	0	0	0	0	0	3	0	3	2	1	0	4	1	1	0	0	0	0
